id,label,text,url,email,phone,source,intent_type,malicious,threat_level,linked_to,rewritten_text
smishing,"Ortiz, Cortez and Edwards requires immediate verification of your account. Visit https://valenzuela.org/ or call (218)907-1839x01188.",http://www.hess-gonzales.com/,no,+1-872-583-4410x320,sms,phishing,yes,critical,malware_app,no,http://www.h3ss-g0nz@l3s.c0m/
smishing,Kerr LLC requires immediate verification of your account. Visit https://www.brown.biz/ or call 862-687-7097.,http://www.schaefer.com/,ericksonjim@becker.net,no,sms,scam,yes,high,phishing_site,no,http://www.sch@3f3r.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Brown, Fuller and Wagner on 2016-10-14.",no,no,(927)402-9845x5034,app,notification,no,none,none,no,n0
smishing,Meyer-Mendez requires immediate verification of your account. Visit http://anderson-kent.net/ or call (178)581-0885x7304.,https://brewer.net/,jessicaestes@gmail.com,no,sms,phishing,yes,high,phishing_site,no,https://br3w3r.n3t/
smishing,Bullock LLC requires immediate verification of your account. Visit http://www.russell.com/ or call (282)210-2820x0287.,http://martin.org/,tyronewallace@jones.com,no,telegram,scam,yes,high,phishing_site,no,http://m@rt1n.0rg/
non-smishing,"Hi, this is a reminder for your appointment at King-Hernandez on 1987-11-04.",no,matthewcarroll@hotmail.com,136.828.5630x028,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Turner-Zimmerman on 1970-06-10.",http://www.newton.com/,no,no,email,notification,no,none,none,no,http://www.n3wt0n.c0m/
smishing,Mcclain and Sons requires immediate verification of your account. Visit https://www.jackson.com/ or call (687)482-7341x583.,http://www.pham-price.info/,johnathancollins@gmail.com,no,telegram,scam,yes,high,malware_app,no,http://www.ph@m-pr1c3.1nf0/
smishing,Alvarez Group requires immediate verification of your account. Visit https://phillips.com/ or call 273-937-8549.,http://dixon.com/,michael46@poole.org,5059192704,telegram,malware,yes,critical,malware_app,no,http://d1x0n.c0m/
smishing,Mitchell-Harvey requires immediate verification of your account. Visit https://lopez-gonzales.com/ or call (774)807-9775.,http://www.hodges.biz/,nicolemaldonado@gaines.org,896-476-8431x99822,whatsapp,data theft,yes,high,phishing_site,no,http://www.h0dg3s.b1z/
smishing,Diaz and Sons requires immediate verification of your account. Visit http://www.nichols-bryant.com/ or call (647)486-1997x23905.,https://www.stephens-rose.com/,no,+1-489-943-7311x90699,telegram,scam,yes,critical,fraudulent_entity,no,https://www.st3ph3ns-r0s3.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Ferguson Group on 2016-10-18.",no,no,129-467-4040,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Duran-Mitchell on 1972-09-19.",http://www.jones.com/,dicksonapril@dalton-carter.info,091.476.4967,email,notification,no,none,none,no,http://www.j0n3s.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Smith-Murphy on 1977-05-06.",http://hall.com/,no,no,app,notification,no,none,none,no,http://h@ll.c0m/
smishing,"Brock, Parks and Barron requires immediate verification of your account. Visit http://www.walls-scott.com/ or call 001-822-739-6710x275.",https://mason.net/,alexandriasoto@phillips.com,no,telegram,scam,yes,high,malware_app,no,https://m@s0n.n3t/
smishing,Owens and Sons requires immediate verification of your account. Visit https://www.abbott.com/ or call 863.601.8594.,http://hancock.biz/,kevin08@hotmail.com,no,telegram,phishing,yes,critical,fraudulent_entity,no,http://h@nc0ck.b1z/
non-smishing,"Hi, this is a reminder for your appointment at Page, Bonilla and Stanley on 1983-08-27.",no,no,no,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Soto Ltd on 2007-12-31.",no,no,no,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Marquez-Newton on 2022-08-08.",no,no,no,sms,notification,no,none,none,no,n0
smishing,"Hunter, Parker and Mcdonald requires immediate verification of your account. Visit https://www.carpenter-mccormick.com/ or call 612-095-6796.",https://randall.info/,margaret08@walker-herrera.net,no,sms,scam,yes,critical,phishing_site,no,https://r@nd@ll.1nf0/
non-smishing,"Hi, this is a reminder for your appointment at Franco-Phillips on 1971-07-15.",no,no,789.235.3522x9325,sms,notification,no,none,none,no,n0
smishing,Jacobs PLC requires immediate verification of your account. Visit https://bullock.info/ or call 743-833-0254.,no,iwest@acosta.info,043-774-5662x910,sms,malware,yes,critical,fraudulent_entity,no,n0
smishing,Moore-Harris requires immediate verification of your account. Visit http://www.lewis.com/ or call +1-418-583-1363x20890.,no,deanna78@hotmail.com,001-849-646-6496x26044,sms,malware,yes,critical,malware_app,no,n0
smishing,Wright-Alexander requires immediate verification of your account. Visit http://villarreal.org/ or call 1549437943.,https://www.solis.info/,carrolljodi@hotmail.com,no,telegram,scam,yes,high,phishing_site,no,https://www.s0l1s.1nf0/
non-smishing,"Hi, this is a reminder for your appointment at Moore LLC on 2014-06-08.",no,yhernandez@good.com,564-670-5478x0340,email,notification,no,none,none,no,n0
smishing,Hansen LLC requires immediate verification of your account. Visit http://www.hill.com/ or call 001-019-396-3089.,no,moralesjohn@potts.biz,910.174.5310x854,sms,phishing,yes,critical,fraudulent_entity,no,n0
smishing,Miller LLC requires immediate verification of your account. Visit http://jones.com/ or call 001-678-264-3432x408.,http://www.duarte.com/,ymckinney@cooper-graham.com,no,telegram,malware,yes,high,phishing_site,no,http://www.du@rt3.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Bennett-Hernandez on 1998-02-17.",no,afoley@rice.com,045.393.7607x41108,email,notification,no,none,none,no,n0
smishing,Flynn-Atkins requires immediate verification of your account. Visit https://www.davis-carroll.com/ or call (090)984-1666x87310.,no,no,(939)026-0153,sms,phishing,yes,high,malware_app,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Lee Ltd on 1989-11-03.",no,no,(116)763-2074x53112,email,notification,no,none,none,no,n0
smishing,"Chang, Pugh and Barry requires immediate verification of your account. Visit http://gonzalez.com/ or call +1-675-821-6891x6345.",http://www.porter.com/,no,no,telegram,malware,yes,critical,fraudulent_entity,no,http://www.p0rt3r.c0m/
smishing,Mora-Garrison requires immediate verification of your account. Visit https://www.kelly.net/ or call 212-999-0275.,https://www.glass.net/,no,(077)102-9902x210,whatsapp,phishing,yes,critical,phishing_site,no,https://www.gl@ss.n3t/
non-smishing,"Hi, this is a reminder for your appointment at Bailey-Evans on 1985-07-08.",no,kcarroll@yahoo.com,no,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Garcia, Allen and White on 2018-03-26.",https://watts-steele.biz/,lanewanda@yahoo.com,no,sms,notification,no,none,none,no,https://w@tts-st33l3.b1z/
smishing,Gonzalez and Sons requires immediate verification of your account. Visit http://www.lopez-allen.biz/ or call 627.713.1395.,http://www.stephens.biz/,matthewhernandez@wiggins.com,825.282.1449,whatsapp,scam,yes,critical,malware_app,no,http://www.st3ph3ns.b1z/
non-smishing,"Hi, this is a reminder for your appointment at Cordova PLC on 1995-07-08.",https://www.suarez.com/,christinetucker@davis-butler.biz,no,sms,notification,no,none,none,no,https://www.su@r3z.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Krueger-Zimmerman on 1972-11-29.",no,no,191-595-1588x7372,app,notification,no,none,none,no,n0
smishing,"Nguyen, Shelton and Murphy requires immediate verification of your account. Visit https://jacobs-martin.org/ or call 0259700217.",http://www.silva.org/,cwilliams@hotmail.com,-7921,sms,data theft,yes,high,malware_app,no,http://www.s1lv@.0rg/
smishing,Johnson PLC requires immediate verification of your account. Visit http://mosley.com/ or call 115-762-8268.,http://ryan.info/,no,750.026.7156x4549,sms,phishing,yes,critical,phishing_site,no,http://ry@n.1nf0/
non-smishing,"Hi, this is a reminder for your appointment at Ball-Collins on 1984-04-22.",https://robinson.com/,no,350.269.7648x06347,sms,notification,no,none,none,no,https://r0b1ns0n.c0m/
smishing,"Franklin, Calderon and Harrington requires immediate verification of your account. Visit http://www.rangel.com/ or call +1-633-271-4367x655.",http://mann.com/,jhendricks@gutierrez-owens.com,735.989.0339x386,telegram,scam,yes,high,fraudulent_entity,no,http://m@nn.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Carter LLC on 1972-09-07.",no,christiandawn@cox.com,(368)435-1337x464,sms,notification,no,none,none,no,n0
smishing,Thompson-White requires immediate verification of your account. Visit https://hawkins.info/ or call 7012850491.,https://www.nguyen.net/,jlam@yahoo.com,001-399-193-6055x520,telegram,scam,yes,critical,phishing_site,no,https://www.nguy3n.n3t/
smishing,Woodward-Nichols requires immediate verification of your account. Visit http://www.hart.com/ or call 660-245-1206x871.,http://www.barker-smith.com/,csmith@waters.com,no,whatsapp,phishing,yes,high,fraudulent_entity,no,http://www.b@rk3r-sm1th.c0m/
smishing,Horton-Lee requires immediate verification of your account. Visit https://alexander.com/ or call 765-437-5649.,http://reilly.com/,amy92@shaw.com,519.284.5559,whatsapp,scam,yes,high,fraudulent_entity,no,http://r31lly.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Reed and Sons on 2003-11-17.",http://www.rodgers.com/,alexanderwolf@floyd-moody.com,no,sms,notification,no,none,none,no,http://www.r0dg3rs.c0m/
smishing,Robinson PLC requires immediate verification of your account. Visit http://perez.biz/ or call +1-446-170-2031x113.,http://www.kelly.org/,riverachristopher@yahoo.com,001-556-458-1515,sms,phishing,yes,high,malware_app,no,http://www.k3lly.0rg/
non-smishing,"Hi, this is a reminder for your appointment at Lee PLC on 2017-09-03.",http://fischer.com/,no,001-538-159-5300x5214,email,notification,no,none,none,no,http://f1sch3r.c0m/
smishing,Rogers LLC requires immediate verification of your account. Visit http://www.oconnor.com/ or call 4851697532.,https://tate.com/,markcoleman@thompson.org,087-445-0885x79895,telegram,data theft,yes,high,fraudulent_entity,no,https://t@t3.c0m/
smishing,"Johnson, Cole and Johnson requires immediate verification of your account. Visit https://www.park.org/ or call 001-077-826-0103x07492.",http://crawford-bishop.com/,no,(209)941-8655,sms,malware,yes,high,fraudulent_entity,no,http://cr@wf0rd-b1sh0p.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Martinez, Jones and Wilson on 1995-12-31.",no,no,8275226057,email,notification,no,none,none,no,n0
smishing,"Allen, Cooley and Perez requires immediate verification of your account. Visit http://www.martin-monroe.com/ or call 8663985767.",http://www.hicks.com/,no,+1-680-210-8530x44999,sms,data theft,yes,high,phishing_site,no,http://www.h1cks.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Murray-Parks on 2012-04-29.",no,no,+1-449-240-5834x187,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Bennett, Franklin and Montgomery on 2012-05-12.",no,no,6556457183,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Huber, Huff and Gilmore on 1986-09-29.",http://www.anderson.com/,johnshaffer@gmail.com,no,sms,notification,no,none,none,no,http://www.@nd3rs0n.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Green Group on 2024-01-05.",no,no,no,app,notification,no,none,none,no,n0
smishing,"Jones, Young and Henderson requires immediate verification of your account. Visit http://www.nguyen-anderson.com/ or call 001-282-301-4392x6330.",https://www.callahan.biz/,no,no,telegram,phishing,yes,critical,phishing_site,no,https://www.c@ll@h@n.b1z/
smishing,Wagner-Ewing requires immediate verification of your account. Visit http://www.fletcher-krause.com/ or call 109.156.7228.,https://www.mercer.info/,williamsjulie@gmail.com,no,whatsapp,data theft,yes,high,malware_app,no,https://www.m3rc3r.1nf0/
smishing,Henderson-Holland requires immediate verification of your account. Visit http://www.hampton-morse.com/ or call 001-560-470-4566.,no,melvinmay@yahoo.com,no,whatsapp,scam,yes,high,fraudulent_entity,no,n0
smishing,Wright and Sons requires immediate verification of your account. Visit https://www.larsen-howard.com/ or call 1040052442.,https://www.walters.com/,oatkinson@stone.com,no,sms,malware,yes,high,phishing_site,no,https://www.w@lt3rs.c0m/
smishing,Reyes-Baxter requires immediate verification of your account. Visit https://wright-gregory.com/ or call 197-434-3328.,https://hernandez.com/,longjeremy@turner.com,817.125.1015x45063,telegram,phishing,yes,high,phishing_site,no,https://h3rn@nd3z.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Prince-Johns on 2000-12-25.",http://www.carlson.com/,no,no,app,notification,no,none,none,no,http://www.c@rls0n.c0m/
smishing,"Schaefer, Santiago and Rollins requires immediate verification of your account. Visit http://www.quinn.biz/ or call (233)129-1154x82178.",no,fparker@ortiz.com,480272576,telegram,malware,yes,critical,phishing_site,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Townsend, Perez and Anderson on 2013-08-20.",no,gabriella24@yahoo.com,no,app,notification,no,none,none,no,n0
smishing,"Martin, Tran and Smith requires immediate verification of your account. Visit https://www.davidson.com/ or call 001-797-496-7933.",http://graham.com/,cherylmiller@brown-moore.com,-2461,whatsapp,data theft,yes,high,fraudulent_entity,no,http://gr@h@m.c0m/
smishing,Buckley and Sons requires immediate verification of your account. Visit http://thomas.com/ or call 725.384.9934.,http://riley.com/,no,001-532-385-9935x046,telegram,data theft,yes,critical,malware_app,no,http://r1l3y.c0m/
smishing,Smith-Clark requires immediate verification of your account. Visit https://www.clark-wilson.com/ or call 441.495.9682.,no,brownteresa@yahoo.com,no,sms,data theft,yes,high,malware_app,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Thompson, Washington and Grant on 1978-09-07.",http://powers.net/,no,+1-395-600-5775x9994,app,notification,no,none,none,no,http://p0w3rs.n3t/
non-smishing,"Hi, this is a reminder for your appointment at Jackson-Mckee on 2008-09-06.",no,no,507.843.7447x538,app,notification,no,none,none,no,n0
smishing,Monroe PLC requires immediate verification of your account. Visit http://www.hernandez-mathis.com/ or call 294-364-8288x51592.,http://garcia.net/,no,no,sms,malware,yes,high,malware_app,no,http://g@rc1@.n3t/
smishing,Shannon PLC requires immediate verification of your account. Visit http://www.jones.com/ or call 703-109-0144.,http://www.brooks.biz/,no,001-200-650-4426,telegram,scam,yes,critical,malware_app,no,http://www.br00ks.b1z/
non-smishing,"Hi, this is a reminder for your appointment at Rojas Inc on 2006-02-14.",no,no,no,email,notification,no,none,none,no,n0
smishing,Gilbert-Rivera requires immediate verification of your account. Visit http://www.turner.com/ or call 320.908.6589.,http://sandoval-gordon.com/,no,no,sms,phishing,yes,high,phishing_site,no,http://s@nd0v@l-g0rd0n.c0m/
smishing,Matthews-Krueger requires immediate verification of your account. Visit https://www.weeks.org/ or call (321)900-5818x606.,http://www.garcia-conley.net/,gthompson@smith.com,no,sms,scam,yes,critical,fraudulent_entity,no,http://www.g@rc1@-c0nl3y.n3t/
smishing,Sutton PLC requires immediate verification of your account. Visit https://hodge.com/ or call +1-175-949-9710x894.,http://www.oneal.info/,laurie11@pacheco-hansen.info,6208047366,whatsapp,phishing,yes,critical,malware_app,no,http://www.0n3@l.1nf0/
non-smishing,"Hi, this is a reminder for your appointment at Davis-Cabrera on 1973-07-28.",http://hill.com/,no,603-767-9596x873,sms,notification,no,none,none,no,http://h1ll.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Martinez-Vazquez on 1988-03-21.",no,udiaz@parker-austin.com,(971)781-7754x749,sms,notification,no,none,none,no,n0
smishing,"Cox, Austin and Morrow requires immediate verification of your account. Visit https://robinson.com/ or call 159-174-4431x2076.",no,torresrobert@ruiz.com,001-710-582-2084,whatsapp,data theft,yes,high,malware_app,no,n0
smishing,Cross Group requires immediate verification of your account. Visit https://cannon.com/ or call 001-780-189-6565x44414.,http://www.cunningham-daniels.com/,ryan76@hotmail.com,(787)026-9492x614,sms,data theft,yes,high,phishing_site,no,http://www.cunn1ngh@m-d@n13ls.c0m/
smishing,Leon-Wright requires immediate verification of your account. Visit http://www.schultz.biz/ or call 001-904-977-9144x6467.,http://www.hill.com/,no,772.408.4066,telegram,malware,yes,high,malware_app,no,http://www.h1ll.c0m/
smishing,Moore Group requires immediate verification of your account. Visit http://www.king-hoffman.net/ or call 765-436-2201x045.,https://www.bradford-ruiz.net/,scortez@campbell.com,+1-207-388-1015x947,sms,data theft,yes,critical,fraudulent_entity,no,https://www.br@df0rd-ru1z.n3t/
smishing,"Cantrell, White and Murray requires immediate verification of your account. Visit http://cuevas.com/ or call 603-542-9966.",no,tommymccormick@stout.com,no,telegram,data theft,yes,high,malware_app,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Hahn, Peters and Reyes on 1972-08-20.",no,kyle71@thompson.com,-4740,email,notification,no,none,none,no,n0
smishing,Petersen Group requires immediate verification of your account. Visit http://www.weber-garcia.com/ or call 649.203.1945x58337.,http://brown.com/,justinramirez@yahoo.com,409.007.5781,whatsapp,phishing,yes,high,malware_app,no,http://br0wn.c0m/
smishing,Diaz-Carlson requires immediate verification of your account. Visit http://www.craig.com/ or call 9058217097.,http://gentry-edwards.com/,no,001-546-024-4135x813,telegram,phishing,yes,high,phishing_site,no,http://g3ntry-3dw@rds.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Lewis-Evans on 1989-03-08.",no,no,001-802-912-7257x73156,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Harding, Mitchell and Lewis on 1975-04-12.",no,david18@macias-clark.com,254.136.9843x28118,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Wright PLC on 2022-01-15.",no,stacey04@york-reynolds.com,(483)617-4764x1761,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Lang-Swanson on 1999-03-03.",no,no,1002116094,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Stewart PLC on 2012-06-02.",https://www.cordova.info/,martinezlaurie@gmail.com,no,sms,notification,no,none,none,no,https://www.c0rd0v@.1nf0/
smishing,Miller-Cortez requires immediate verification of your account. Visit http://glass.com/ or call 772-626-3949x1367.,no,no,001-189-464-6062x7827,whatsapp,malware,yes,high,fraudulent_entity,no,n0
smishing,"Pollard, Nichols and Vasquez requires immediate verification of your account. Visit https://www.navarro.com/ or call 403.091.7923.",http://www.clark-hernandez.com/,mdavis@gmail.com,(981)364-2330,whatsapp,data theft,yes,high,fraudulent_entity,no,http://www.cl@rk-h3rn@nd3z.c0m/
smishing,Smith-Sheppard requires immediate verification of your account. Visit https://www.joyce.net/ or call 001-706-546-2773x048.,http://blankenship.com/,no,no,sms,malware,yes,high,phishing_site,no,http://bl@nk3nsh1p.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Mcneil, Hill and Strong on 2014-02-15.",http://www.cole-bowman.net/,jasonnichols@guerrero.com,no,sms,notification,no,none,none,no,http://www.c0l3-b0wm@n.n3t/
non-smishing,"Hi, this is a reminder for your appointment at Fowler PLC on 2022-08-14.",no,mallory88@hotmail.com,no,sms,notification,no,none,none,no,n0
smishing,"Thomas, Walsh and Maldonado requires immediate verification of your account. Visit http://www.hudson-marshall.info/ or call 414.426.9170.",https://www.stewart.biz/,no,no,telegram,phishing,yes,high,phishing_site,no,https://www.st3w@rt.b1z/
smishing,Barnes Ltd requires immediate verification of your account. Visit http://jimenez-wilkins.com/ or call +1-873-267-8675x934.,https://www.rangel-greene.com/,no,(055)096-3193,telegram,malware,yes,high,malware_app,no,https://www.r@ng3l-gr33n3.c0m/
smishing,"Barrett, Blankenship and Humphrey requires immediate verification of your account. Visit http://brown.info/ or call 807.651.2541x5392.",https://baker-baker.com/,no,001-542-412-5372,whatsapp,malware,yes,critical,phishing_site,no,https://b@k3r-b@k3r.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Hughes-Cervantes on 1998-12-20.",no,no,no,app,notification,no,none,none,no,n0
smishing,"Jackson, Kim and Ramirez requires immediate verification of your account. Visit http://neal.com/ or call 784-931-0255.",http://west-harding.biz/,no,no,telegram,data theft,yes,critical,malware_app,no,http://w3st-h@rd1ng.b1z/
non-smishing,"Hi, this is a reminder for your appointment at Erickson Ltd on 1995-10-08.",no,no,-6824,email,notification,no,none,none,no,n0
smishing,Price Inc requires immediate verification of your account. Visit https://davis.com/ or call +1-937-297-2192x713.,http://www.brown.net/,whitepedro@frederick.biz,no,sms,data theft,yes,critical,malware_app,no,http://www.br0wn.n3t/
non-smishing,"Hi, this is a reminder for your appointment at Snow-Sanders on 2009-07-09.",https://mclaughlin.com/,no,439.358.8495,email,notification,no,none,none,no,https://mcl@ughl1n.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Rodriguez-Clark on 1985-05-15.",http://www.morris.com/,fjoyce@yahoo.com,(828)402-1204x497,email,notification,no,none,none,no,http://www.m0rr1s.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Miranda Group on 2020-12-22.",https://www.palmer.org/,no,no,sms,notification,no,none,none,no,https://www.p@lm3r.0rg/
non-smishing,"Hi, this is a reminder for your appointment at Russell-Hayden on 2014-05-31.",no,barrettjoanne@gmail.com,528.705.8158x072,email,notification,no,none,none,no,n0
smishing,Stark Group requires immediate verification of your account. Visit http://www.martinez.org/ or call (105)667-4832x35230.,http://guerrero-finley.org/,tashaholland@yahoo.com,no,sms,data theft,yes,critical,fraudulent_entity,no,http://gu3rr3r0-f1nl3y.0rg/
non-smishing,"Hi, this is a reminder for your appointment at Ferrell, Hatfield and Foley on 1977-04-01.",no,no,190-533-5056x102,sms,notification,no,none,none,no,n0
smishing,Williams and Sons requires immediate verification of your account. Visit http://www.fisher.org/ or call 001-299-632-1670x611.,https://mcdonald-anderson.biz/,no,+1-916-562-9189x12215,telegram,malware,yes,high,fraudulent_entity,no,https://mcd0n@ld-@nd3rs0n.b1z/
non-smishing,"Hi, this is a reminder for your appointment at Jones PLC on 2000-05-23.",no,laurajohnson@burton-gross.com,no,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Silva, Salazar and Johnson on 2019-09-02.",http://black-adams.com/,no,no,sms,notification,no,none,none,no,http://bl@ck-@d@ms.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Kaufman LLC on 2021-01-23.",http://www.williams-morgan.biz/,adam34@young-massey.com,+1-849-240-3162x87459,email,notification,no,none,none,no,http://www.w1ll1@ms-m0rg@n.b1z/
smishing,Campbell-Stanley requires immediate verification of your account. Visit http://clark.net/ or call (752)537-5161.,http://patterson.com/,no,187-193-8618,sms,phishing,yes,critical,phishing_site,no,http://p@tt3rs0n.c0m/
smishing,"Moore, Anderson and Cochran requires immediate verification of your account. Visit http://phillips.org/ or call +1-879-619-7432x54451.",http://www.aguilar.com/,no,+1-330-415-8094x9459,sms,phishing,yes,critical,fraudulent_entity,no,http://www.@gu1l@r.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Porter, Romero and Ortiz on 2008-04-25.",no,rdunn@paul.com,017-027-0690x49649,app,notification,no,none,none,no,n0
smishing,Suarez-Graham requires immediate verification of your account. Visit http://www.hicks.com/ or call +1-015-825-9963x5899.,no,joseph26@hopkins.info,(763)592-2368x56386,sms,malware,yes,high,malware_app,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Adams, Fuller and Mitchell on 1999-07-13.",no,maryruiz@yahoo.com,no,email,notification,no,none,none,no,n0
smishing,"Allen, Flowers and Miller requires immediate verification of your account. Visit https://werner.com/ or call (440)864-4350x856.",https://meyer.biz/,anitarandolph@yahoo.com,+1-374-552-4972x4742,telegram,data theft,yes,critical,phishing_site,no,https://m3y3r.b1z/
smishing,Romero Group requires immediate verification of your account. Visit http://www.morris.net/ or call 198.719.0954x759.,https://wilson.com/,no,001-845-564-1953x4061,telegram,scam,yes,critical,malware_app,no,https://w1ls0n.c0m/
smishing,"Mitchell, Brown and Jimenez requires immediate verification of your account. Visit https://www.smith.biz/ or call 063-430-1753.",https://villarreal-rodriguez.biz/,amy62@hotmail.com,no,telegram,scam,yes,critical,malware_app,no,https://v1ll@rr3@l-r0dr1gu3z.b1z/
smishing,Houston-Newman requires immediate verification of your account. Visit https://www.silva-robertson.com/ or call 001-662-625-5196x487.,http://www.bryant-rocha.org/,zsmith@rivers-jackson.com,001-182-677-9477x752,sms,malware,yes,critical,malware_app,no,http://www.bry@nt-r0ch@.0rg/
smishing,"Lynch, Baker and Stein requires immediate verification of your account. Visit http://www.gardner.com/ or call (510)653-6819x1023.",https://cardenas.com/,no,no,whatsapp,malware,yes,critical,malware_app,no,https://c@rd3n@s.c0m/
smishing,"Yates, Butler and Davis requires immediate verification of your account. Visit http://www.wells.com/ or call (500)859-9282x73358.",https://www.gentry.com/,deborah41@gmail.com,no,telegram,data theft,yes,critical,phishing_site,no,https://www.g3ntry.c0m/
smishing,Miller-Shea requires immediate verification of your account. Visit http://www.martinez.info/ or call +1-193-994-5492.,https://manning.com/,jenniferfleming@carpenter.org,(511)842-0936,whatsapp,data theft,yes,critical,malware_app,no,https://m@nn1ng.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Mcdonald-Short on 2003-01-24.",no,no,+1-007-320-1973x700,email,notification,no,none,none,no,n0
smishing,"Powell, Lewis and Foley requires immediate verification of your account. Visit http://santiago.com/ or call 684-064-4272x3491.",https://www.diaz.info/,steven55@griffin-ho.info,001-218-153-4045x2217,whatsapp,phishing,yes,high,malware_app,no,https://www.d1@z.1nf0/
smishing,Ramos-Gonzalez requires immediate verification of your account. Visit https://gillespie.com/ or call 001-930-735-6083.,no,no,no,whatsapp,scam,yes,high,malware_app,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Brown, Chase and Matthews on 1996-04-10.",http://vega-hubbard.org/,gabriel37@fletcher.com,no,app,notification,no,none,none,no,http://v3g@-hubb@rd.0rg/
non-smishing,"Hi, this is a reminder for your appointment at Ramos-Stout on 1981-04-17.",no,no,no,email,notification,no,none,none,no,n0
smishing,Mitchell-Lopez requires immediate verification of your account. Visit http://www.nunez.biz/ or call +1-343-952-5792x9129.,https://cook.net/,no,no,telegram,data theft,yes,critical,malware_app,no,https://c00k.n3t/
smishing,"Murray, Gilmore and Curry requires immediate verification of your account. Visit https://mcpherson.org/ or call 863-461-7086.",https://www.ward.info/,no,702-718-1673x497,sms,phishing,yes,critical,malware_app,no,https://www.w@rd.1nf0/
non-smishing,"Hi, this is a reminder for your appointment at Sanford, Brown and Davis on 2014-12-29.",http://mason.com/,soniahendricks@moss.info,no,app,notification,no,none,none,no,http://m@s0n.c0m/
smishing,Carlson-Johnson requires immediate verification of your account. Visit http://wood.net/ or call 001-374-448-0934.,http://www.yang.info/,rodneyvaldez@johnston.biz,506-734-8905x767,sms,phishing,yes,high,fraudulent_entity,no,http://www.y@ng.1nf0/
smishing,Dawson-Carr requires immediate verification of your account. Visit https://williams.biz/ or call 746-757-2236x059.,https://carrillo-thornton.org/,heather85@dean.com,no,whatsapp,data theft,yes,critical,phishing_site,no,https://c@rr1ll0-th0rnt0n.0rg/
smishing,Fisher and Sons requires immediate verification of your account. Visit http://www.bonilla.biz/ or call 952-689-3971x91608.,http://www.long.info/,no,381-289-4595x66671,sms,phishing,yes,critical,malware_app,no,http://www.l0ng.1nf0/
non-smishing,"Hi, this is a reminder for your appointment at Mcconnell-Scott on 2013-09-06.",no,no,(190)785-4551x8040,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Jackson-Phillips on 2009-02-07.",no,no,no,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Golden LLC on 1980-10-21.",https://www.sutton.info/,no,no,sms,notification,no,none,none,no,https://www.sutt0n.1nf0/
non-smishing,"Hi, this is a reminder for your appointment at Carroll-Pierce on 2007-02-11.",no,no,no,sms,notification,no,none,none,no,n0
smishing,"Stanley, Allen and Carroll requires immediate verification of your account. Visit http://www.cox.org/ or call (488)974-1897.",no,christopher37@wilson.net,no,sms,phishing,yes,high,phishing_site,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Williams, Zavala and Chen on 1980-02-09.",no,no,+1-005-554-2474x55819,sms,notification,no,none,none,no,n0
